Time;Value
10.2010201;0.602907425
10.3010301;0.763917504
10.4010401;0.856087243
10.50105011;0.875383231
10.60106011;0.813153222
10.70107011;0.677407587
10.80108011;0.484501641
10.90109011;0.246265217
11.00110011;-0.010873432
11.10111011;-0.267018234
11.20112011;-0.496451949
11.30113011;-0.685582501
11.40114011;-0.811923797
11.50115012;-0.863706791
11.60116012;-0.839252851
11.70117012;-0.740739555
11.80118012;-0.575953811
11.90119012;-0.360991913
12.00120012;-0.110526541
12.10121012;0.146059664
12.20122012;0.391004123
12.30123012;0.596036049
12.40124012;0.750297608
12.50125013;0.837844623
12.60126013;0.848717696
12.70127013;0.785115814
12.80128013;0.649159406
12.90129013;0.460660522
13.00130013;0.22693078
13.10131013;-0.025239685
13.20132013;-0.275249656
13.30133013;-0.498678031
13.40134013;-0.676981479
13.50135014;-0.796997728
13.60136014;-0.842937069
13.70137014;-0.813207395
13.80138014;-0.714079142
13.90139014;-0.549678827
14.00140014;-0.336824911
14.10141014;-0.094349749
14.20142014;0.156524793
14.30143014;0.392415078
14.40144014;0.591005164
14.50145015;0.739564277
14.60146015;0.819405943
14.70147015;0.824738849
14.80148015;0.760449299
14.90149015;0.625987108
15.00150015;0.43582639
15.10151015;0.207906376
15.20152015;-0.039827284
15.30153015;-0.281235564
15.40154015;-0.497621306
15.50155016;-0.667831543
15.60156016;-0.779740373
15.70157016;-0.822181995
15.80158016;-0.79004034
15.90159016;-0.686921056
16.00160016;-0.52649455
16.10161016;-0.313834495
16.20162016;-0.076693303
16.30163016;0.167258754
16.40164016;0.396851414
16.50165017;0.587007954
16.60166017;0.725585507
16.70167017;0.801058367
16.80168017;0.803840168
16.90169017;0.733613782
17.00170017;0.601685462
17.10171017;0.410169265
17.20172017;0.187398887
17.30173017;-0.052464028
17.40174017;-0.286879117
17.50175018;-0.494702798
17.60176018;-0.657575206
17.70177018;-0.763127954
17.80178018;-0.800350715
17.90179018;-0.762530922
18.00180018;-0.662883902
18.10181018;-0.499518105
18.20182018;-0.292836861
18.30183018;-0.060713126
18.40184018;0.17618789
18.50185019;0.395429902
18.60186019;0.58002216
18.70187019;0.71177438
18.80188019;0.782206109
18.90189019;0.780584469
19.00190019;0.71021908
19.10191019;0.574252649
19.20192019;0.388956492
19.30193019;0.17066461
19.40194019;-0.065042106
19.5019502;-0.29067124
19.6019602;-0.493776217
19.7019702;-0.649984423
19.8019802;-0.749026467
19.9019902;-0.780783778
20.0020002;-0.741781443
20.1020102;-0.638088043
20.2020202;-0.476727483
20.3020302;-0.273511455
20.4020402;-0.046767801
20.50205021;0.183766294
20.60206021;0.397601025
20.70207021;0.575602235
20.80208021;0.700301469
20.90209021;0.763205479
21.00210021;0.757681726
21.10211021;0.684360459
21.20212021;0.551310079
21.30213021;0.368003405
21.40214021;0.152882907
21.50215022;-0.076205698
21.60216022;-0.294652614
21.70217022;-0.489722205
21.80218022;-0.639694461
21.90219022;-0.732746507
22.00220022;-0.758879598
22.10221022;-0.718127214
22.20222022;-0.612304899
22.30223022;-0.45411567
22.40224022;-0.255043231
22.50225023;-0.030715334
22.60226023;0.190381202
22.70227023;0.399720033
22.80228023;0.568720955
22.90229023;0.687563671
23.00230023;0.746332554
23.10231023;0.735353568
23.20232023;0.661985061
23.30233023;0.528463182
23.40234023;0.34709345
23.50235024;0.13517065
23.60236024;-0.086258821
23.70237024;-0.300235632
23.80238024;-0.488511295
23.90239024;-0.632561821
24.00240024;-0.717169875
24.10241024;-0.738933762
24.20242024;-0.695411356
24.30243024;-0.58858496
24.40244024;-0.430882695
24.50245025;-0.236788624
24.60246025;-0.019285233
24.70247025;0.199611346
24.80248025;0.400097721
24.90249025;0.561243063
25.00250025;0.675220403
25.10251025;0.727176096
25.20252025;0.715173222
25.30253025;0.638541964
25.40254025;0.505616631
25.50255026;0.327156828
25.60256026;0.119197309
25.70257026;-0.098450468
25.80258026;-0.305004997
25.90259026;-0.483808363
26.00260026;-0.619363702
26.10261026;-0.700018908
26.20262026;-0.718721509
26.30263026;-0.672746242
26.40264026;-0.567443252
26.50265027;-0.409732279
26.60266027;-0.217188666
26.70267027;-0.002892736
26.80268027;0.205005697
26.90269027;0.398277955
27.00270027;0.553689239
27.10271027;0.661598524
27.20272027;0.710702969
27.30273027;0.692415727
27.40274027;0.617594422
27.50275028;0.482342986
27.60276028;0.306050454
27.70277028;0.103861517
27.80278028;-0.107681419
27.90279028;-0.309223995
28.00280028;-0.481696262
28.10281028;-0.610319626
28.20282028;-0.685558755
28.30283028;-0.699962601
28.40284028;-0.653222508
28.50285029;-0.54420581
28.60286029;-0.388980258
28.70287029;-0.198805404
28.80288029;0.007625552
28.90289029;0.210421635
29.00290029;0.39779438
29.10291029;0.549701339
29.20292029;0.646970573
29.30293029;0.691626473
29.40294029;0.67227037
29.5029503;0.592402512
29.6029603;0.46069206
29.7029703;0.287193965
29.8029803;0.089161988
29.9029903;-0.116928988
30.0030003;-0.310498026
30.1030103;-0.477128066
30.2030203;-0.601614092
30.3030303;-0.670557821
30.4030403;-0.681129893
30.50305031;-0.627840101
30.60306031;-0.520878634
30.70307031;-0.369623299
30.80308031;-0.183827194
30.90309031;0.018110314
31.00310031;0.218104991
31.10311031;0.397226013
31.20312031;0.542737077
31.30313031;0.635507794
31.40314031;0.673627358
31.50315032;0.652659478
31.60316032;0.571564493
31.70317032;0.440869661
31.80318032;0.27022293
31.90319032;0.075280684
32.00320032;-0.123662514
32.10321032;-0.312871739
32.20322032;-0.472532218
32.30323032;-0.591653545
32.40324032;-0.654953612
32.50325033;-0.660326805
32.60326033;-0.609500138
32.70327033;-0.500034655
32.80328033;-0.349612822
32.90329033;-0.166164369
33.00330033;0.029196669
33.10331033;0.225443384
33.20332033;0.397283498
33.30333033;0.534755849
33.40334033;0.622608738
33.50335034;0.658597115
33.60336034;0.633751059
33.70337034;0.550277608
33.80338034;0.419732794
33.90339034;0.252976219
34.00340034;0.064545881
34.10341034;-0.131241161
34.20342034;-0.315557894
34.30343034;-0.467726545
34.40344034;-0.580558338
34.50345035;-0.641150578
34.60346035;-0.641512007
34.70347035;-0.588123792
34.80348035;-0.480915465
34.90349035;-0.331840572
35.00350035;-0.150823834
35.10351035;0.039514117
35.20352035;0.226286033
35.30353035;0.394865135
35.40354035;0.525439095
35.50355036;0.610970078
35.60356036;0.642504905
35.70357036;0.612728435
35.80358036;0.531187566
35.90359036;0.402553211
36.00360036;0.236079708
36.10361036;0.050129347
36.20362036;-0.139639274
36.30363036;-0.316288697
36.40364036;-0.461839771
36.50365037;-0.571385262
36.60366037;-0.627878309
36.70367037;-0.624922098
36.80368037;-0.56735109
36.90369037;-0.461702865
37.00370037;-0.314202465
37.10371037;-0.136970848
37.20372037;0.050452635
37.30373037;0.230467176
37.40374037;0.394189631
37.50375038;0.518770263
37.60376038;0.600485331
37.70377038;0.624858268
37.80378038;0.593965282
37.90379038;0.51001643
38.00380038;0.382044803
38.10381038;0.218345518
38.20382038;0.037850034
38.30383038;-0.146050415
38.40384038;-0.315802645
38.50385039;-0.460047444
38.60386039;-0.559445474
38.70387039;-0.611795469
38.80388039;-0.606240071
38.90389039;-0.547624953
39.00390039;-0.442390667
39.10391039;-0.295486627
39.20392039;-0.124013106
39.30393039;0.058641879
39.40394039;0.236553234
39.5039504;0.394514266
39.6039604;0.512611888
39.7039704;0.586667969
39.8039804;0.608042626
39.9039904;0.574778325
40.0040004;0.489837107
40.1040104;0.364076106
40.2040204;0.205650438
40.3040304;0.026132506
40.4040404;-0.152289647
40.50405041;-0.317993095
40.60406041;-0.453072285
40.70407041;-0.550592749
40.80408041;-0.59515755
40.90409041;-0.58944045
41.00410041;-0.528964314
41.10411041;-0.424097777
41.20412041;-0.279543859
41.30413041;-0.111389147
41.40414041;0.067227699
41.50415042;0.239771897
41.60416042;0.38929332
41.70417042;0.503330711
41.80418042;0.574955292
41.90419042;0.591338534
42.00420042;0.557057794
42.10421042;0.47127418
42.20422042;0.346089978
42.30423042;0.189856888
42.40424042;0.015001473
42.50425043;-0.158250785
42.60426043;-0.318443359
42.70427043;-0.450247168
42.80428043;-0.539013971
42.90429043;-0.58190778
43.00430043;-0.57314963
43.10431043;-0.511756631
43.20432043;-0.404672544
43.30433043;-0.264636882
43.40434043;-0.098166773
43.50435044;0.076422408
43.60436044;0.242786752
43.70437044;0.387238525
43.80438044;0.495918346
43.90439044;0.561708217
44.00440044;0.575398167
44.10441044;0.539601601
44.20442044;0.452938973
44.30443044;0.331022018
44.40444044;0.174349596
44.50445045;0.00502537
44.60446045;-0.164657516
44.70447045;-0.319423051
44.80448045;-0.44285461
44.90449045;-0.530654203
45.00450045;-0.568171834
45.10451045;-0.5552089
45.20452045;-0.49257022
45.30453045;-0.385265267
45.40454045;-0.247022508
45.50455046;-0.086430754
45.60456046;0.086645079
45.70457046;0.244705662
45.80458046;0.383524797
45.90459046;0.487330945
46.00460046;0.546906804
46.10461046;0.560392657
46.20462046;0.5215259
46.30463046;0.438097939
46.40464046;0.311934629
46.50465047;0.161606553
46.60466047;-0.00259097
46.70467047;-0.168447345
46.80468047;-0.317873836
46.90469047;-0.438266112
47.00470047;-0.51951606
47.10471047;-0.553333425
47.20472047;-0.538972773
47.30473047;-0.476406313
47.40474047;-0.370133192
47.50475048;-0.232069903
47.60476048;-0.072192656
47.70477048;0.089402648
47.80478048;0.246584704
47.90479048;0.380004519
48.00480048;0.480929794
48.10481048;0.536196822
48.20482048;0.54516687
48.30483048;0.50611861
48.40484048;0.419807447
48.50485049;0.296454884
48.60486049;0.146831504
48.70487049;-0.011593609
48.80488049;-0.173945443
48.90489049;-0.31839809
49.00490049;-0.431266688
49.10491049;-0.510277598
49.20492049;-0.540783571
49.30493049;-0.523056829
49.40494049;-0.458279945
49.5049505;-0.352988675
49.6049605;-0.218190551
49.7049705;-0.061925153
49.8049805;0.097284785
49.9049905;0.24726313
50.0050005;0.378105073
50.1050105;0.472732536
50.2050205;0.526291536
50.3050305;0.529607059
50.4050405;0.489019613
50.50505051;0.403886945
50.60506051;0.280328988
50.70507051;0.135904664
50.80508051;-0.021817433
50.90509051;-0.178349986
51.00510051;-0.316448409
51.10511051;-0.428318046
51.20512051;-0.498963737
51.30513051;-0.526359709
51.40514051;-0.505449277
51.50515052;-0.441582744
51.60516052;-0.336085143
51.70517052;-0.204424069
51.80518052;-0.054814018
51.90519052;0.106166671
52.00520052;0.251795275
52.10521052;0.375604766
52.20522052;0.463681222
52.30523052;0.511426385
52.40524052;0.514250354
52.50525053;0.471252397
52.60526053;0.386046887
52.70527053;0.265730292
52.80528053;0.124015653
52.90529053;-0.031248383
53.00530053;-0.181384674
53.10531053;-0.317751726
53.20532053;-0.420840215
53.30533053;-0.488661781
53.40534053;-0.513365558
53.50535054;-0.491683526
53.60536054;-0.425691025
53.70537054;-0.323307808
53.80538054;-0.189766597
53.90539054;-0.044377034
54.00540054;0.111180939
54.10541054;0.252545081
54.20542054;0.370735949
54.30543054;0.456726338
54.40544054;0.500148516
54.50545055;0.500095756
54.60546055;0.456537804
54.70547055;0.369402849
54.80548055;0.252181153
54.90549055;0.110642191
55.00550055;-0.039640305
55.10551055;-0.184377111
55.20552055;-0.313142583
55.30553055;-0.414191957
55.40554055;-0.479752976
55.50555056;-0.497489691
55.60556056;-0.475234163
55.70557056;-0.408756075
55.80558056;-0.306416396
55.90559056;-0.17748705
56.00560056;-0.032881966
56.10561056;0.117091066
56.20562056;0.253346119
56.30563056;0.366649357
56.40564056;0.448125427
56.50565057;0.487359472
56.60566057;0.485798145
56.70567057;0.439572554
56.80568057;0.353891117
56.90569057;0.238124478
57.00570057;0.099220168
57.10571057;-0.045553085
57.20572057;-0.187482175
57.30573057;-0.313249801
57.40574057;-0.409921996
57.50575058;-0.469203519
57.60576058;-0.485475945
57.70577058;-0.460095283
57.80578058;-0.393159812
57.90579058;-0.29286401
58.00580058;-0.164715541
58.10581058;-0.026089736
58.20582058;0.121903171
58.30583058;0.255146827
58.40584058;0.36253905
58.50585059;0.438992027
58.60586059;0.477941498
58.70587059;0.470887332
58.80588059;0.424643652
58.90589059;0.340258908
59.00590059;0.222756354
59.10591059;0.09049808
59.20592059;-0.053571209
59.30593059;-0.190895752
59.40594059;-0.310118562
59.5059506;-0.40416187
59.6059606;-0.459364702
59.7059706;-0.472928509
59.8059806;-0.445549721
59.9059906;-0.378178972
60.0060006;-0.277754717
60.1060106;-0.152415226
60.2060206;-0.015062119
60.3060306;0.12748155
60.4060406;0.253313638
60.50605061;0.358387739
60.60606061;0.433767495
60.70607061;0.467310051
60.80608061;0.456768114
60.90609061;0.412006751
61.00610061;0.326376436
61.10611061;0.209962041
61.20612061;0.078854181
61.30613061;-0.060599454
61.40614061;-0.192544937
61.50615062;-0.309794148
61.60616062;-0.396057591
61.70617062;-0.448528335
61.80618062;-0.46187887
61.90619062;-0.431716757
62.00620062;-0.365108167
62.10621062;-0.265621402
62.20622062;-0.142202534
62.30623062;-0.003922467
62.40624062;0.129372927
62.50625063;0.254760169
62.60626063;0.353852642
62.70627063;0.423331044
62.80628063;0.453768707
62.90629063;0.44500687
63.00630063;0.39531398
63.10631063;0.310847583
63.20632063;0.200972339
63.30633063;0.066942836
63.40634063;-0.066589343
63.50635064;-0.195642723
63.60636064;-0.307902908
63.70637064;-0.391584818
63.80638064;-0.439291789
63.90639064;-0.448828642
64.00640064;-0.41720136
64.10641064;-0.348977831
64.20642064;-0.250716862
64.30643064;-0.130854603
64.40644064;0.002971219
64.50645065;0.132779436
64.60646065;0.253242583
64.70647065;0.351360998
64.80648065;0.415574596
64.90649065;0.441276703
65.00650065;0.431086257
65.10651065;0.381215854
65.20652065;0.297343207
65.30653065;0.186654908
65.40654065;0.060619627
65.50655066;-0.071989413
65.60656066;-0.196654023
65.70657066;-0.301949404
65.80658066;-0.383022971
65.90659066;-0.429929435
66.00660066;-0.436618813
66.10661066;-0.404670683
66.20662066;-0.335984827
66.30663066;-0.237260195
66.40664066;-0.11790249
66.50665067;0.009178993
66.60666067;0.137477002
66.70667067;0.252677376
66.80668067;0.347481077
66.90669067;0.40876169
67.00670067;0.432515974
67.10671067;0.418264369
67.20672067;0.36651259
67.30673067;0.281668248
67.40674067;0.175314356
67.50675068;0.051652113
67.60676068;-0.076648351
67.70677068;-0.198636922
67.80678068;-0.301494631
67.90679068;-0.376541367
68.00680068;-0.420317913
68.10681068;-0.42322482
68.20682068;-0.390276806
68.30683068;-0.323298223
68.40684068;-0.226778251
68.50685069;-0.11058775
68.60686069;0.017230269
68.70687069;0.141274179
68.80688069;0.252064619
68.90689069;0.342565885
69.00690069;0.399358038
69.10691069;0.421972398
69.20692069;0.405351436
69.30693069;0.355377089
69.40694069;0.273383622
69.5069507;0.163151583
69.6069607;0.042104573
69.7069707;-0.0819564
69.8069807;-0.199386365
69.9069907;-0.301590079
70.0070007;-0.372161458
70.1070107;-0.410093924
70.2070207;-0.412278058
70.3070307;-0.378936083
70.4070407;-0.309800853
70.50705071;-0.213570336
70.60706071;-0.101271051
70.70707071;0.023798047
70.80708071;0.142678672
70.90709071;0.249694175
71.00710071;0.335238087
71.10711071;0.391444582
71.20712071;0.411016233
71.30713071;0.393565099
71.40714071;0.337901247
71.50715072;0.258582932
71.60716072;0.153143762
71.70717072;0.034220004
71.80718072;-0.086377296
71.90719072;-0.200524849
72.00720072;-0.294194545
72.10721072;-0.364197806
72.20722072;-0.4015291
72.30723072;-0.399674715
72.40724072;-0.363631995
72.50725073;-0.297246497
72.60726073;-0.200922625
72.70727073;-0.088410903
72.80728073;0.029531441
72.90729073;0.148751865
73.00730073;0.250963162
73.10731073;0.331687401
73.20732073;0.381722092
73.30733073;0.399238854
73.40734073;0.379324253
73.50735074;0.328071861
73.60736074;0.248177529
73.70737074;0.142654051
73.80738074;0.025768459
73.90739074;-0.091612365
74.00740074;-0.201311576
74.10741074;-0.293091827
74.20742074;-0.358312256
74.30743074;-0.392424506
74.40744074;-0.389903033
74.50745075;-0.351247786
74.60746075;-0.284390043
74.70747075;-0.190666144
74.80748075;-0.080877307
74.90749075;0.035737318
75.00750075;0.150176825
75.10751075;0.248879736
75.20752075;0.325816089
75.30753075;0.37579563
75.40754075;0.389249136
75.50755076;0.368616957
75.60756076;0.316993696
75.70757076;0.235750541
75.80758076;0.131952121
75.90759076;0.018849093
76.00760076;-0.097212065
76.10761076;-0.203562735
76.20762076;-0.290494539
76.30763076;-0.353065144
76.40764076;-0.380922041
76.50765077;-0.381085742
76.60766077;-0.339393243
76.70767077;-0.272245944
76.80768077;-0.179380764
76.90769077;-0.071152291
77.00770077;0.044087297
77.10771077;0.152193506
77.20772077;0.24680793
77.30773077;0.322216022
77.40774077;0.367228253
77.50775078;0.379321231
77.60776078;0.357220321
77.70777078;0.304191373
77.80778078;0.222354304
77.90779078;0.122939962
78.00780078;0.011488752
78.10781078;-0.099953262
78.20782078;-0.203817645
78.30783078;-0.287091629
78.40784078;-0.346155339
78.50785079;-0.37411433
78.60786079;-0.368729723
78.70787079;-0.328809137
78.80788079;-0.261974209
78.90789079;-0.168763543
79.00790079;-0.065602405
79.10791079;0.048238973
79.20792079;0.154290965
79.30793079;0.246623757
79.40794079;0.316986363
79.5079508;0.3620893
79.6079608;0.368595835
79.7079708;0.345912187
79.8079808;0.293253564
79.9079908;0.211077101
80.0080008;0.113516945
80.1080108;0.004528629
80.2080208;-0.102039714
80.3080308;-0.203975142
80.4080408;-0.283389592
80.50805081;-0.338786956
80.60806081;-0.363538838
80.70807081;-0.356224213
80.80808081;-0.316665885
80.90809081;-0.250434396
81.00810081;-0.160048826
81.10811081;-0.057924021
81.20812081;0.051859381
81.30813081;0.156218456
81.40814081;0.245080595
81.50815082;0.31125081
81.60816082;0.352196822
81.70817082;0.358048273
81.80818082;0.333076178
81.90819082;0.281614621
82.00820082;0.200388403
82.10821082;0.104149827
82.20822082;-0.000495241
82.30823082;-0.108479387
82.40824082;-0.203053612
82.50825083;-0.280642514
82.60826083;-0.332798225
82.70827083;-0.355053863
82.80828083;-0.349867939
82.90829083;-0.306411274
83.00830083;-0.237910513
83.10831083;-0.149131051
83.20832083;-0.046725935
83.30833083;0.055504108
83.40834083;0.155726376
83.50835084;0.241800655
83.60836084;0.306573724
83.70837084;0.344853142
83.80838084;0.349657814
83.90839084;0.324270504
84.00840084;0.269562187
84.10841084;0.191335031
84.20842084;0.095349619
84.30843084;-0.006883675
84.40844084;-0.111111718
84.50845085;-0.201309593
84.60846085;-0.277566159
84.70847085;-0.327143276
84.80848085;-0.34742261
84.90849085;-0.336387419
85.00850085;-0.295146785
85.10851085;-0.228074995
85.20852085;-0.141713602
85.30853085;-0.043268689
85.40854085;0.060061627
85.50855086;0.156896765
85.60856086;0.241895944
85.70857086;0.300917399
85.80858086;0.337121142
85.90859086;0.339493921
86.00860086;0.31287309
86.10861086;0.25937144
86.20862086;0.180790537
86.30863086;0.087749231
86.40864086;-0.011712028
86.50865087;-0.113305908
86.60866087;-0.200709924
86.70867087;-0.271626406
86.80868087;-0.32066453
86.90869087;-0.335465615
87.00870087;-0.323878439
87.10871087;-0.283074762
87.20872087;-0.217640183
87.30873087;-0.131825446
87.40874087;-0.034068179
87.50875088;0.065960483
87.60876088;0.161804113
87.70877088;0.238177635
87.80878088;0.296608245
87.90879088;0.32901189
88.00880088;0.330727463
88.10881088;0.301635303
88.20882088;0.247647871
88.30883088;0.171892306
88.40884088;0.081372959
88.50885089;-0.018121951
88.60886089;-0.112731242
88.70887089;-0.201429315
88.80888089;-0.268981476
88.90889089;-0.31327617
89.00890089;-0.329137951
89.10891089;-0.314301679
89.20892089;-0.273304189
89.30893089;-0.208478533
89.40894089;-0.122132966
89.5089509;-0.028343527
89.6089609;0.068179005
89.7089709;0.1609716
89.8089809;0.235187756
89.9089909;0.290586816
90.0090009;0.320573476
90.1090109;0.320238956
90.2090209;0.293002838
90.3090309;0.23559731
90.4090409;0.16264722
90.50905091;0.07188847
90.60906091;-0.021000869
90.70907091;-0.116570142
90.80908091;-0.201143028
90.90909091;-0.265709366
91.00910091;-0.30664036
91.10911091;-0.31848141
91.20912091;-0.305883906
91.30913091;-0.262521826
91.40914091;-0.197667646
91.50915092;-0.114621946
91.60916092;-0.022664628
91.70917092;0.072975003
91.80918092;0.160919259
91.90919092;0.235138531
92.00920092;0.288091058
92.10921092;0.314435791
92.20922092;0.312168213
92.30923092;0.283017328
92.40924092;0.227923963
92.50925093;0.153397808
92.60926093;0.065399053
92.70927093;-0.028414493
92.80928093;-0.118902065
92.90929093;-0.198620646
93.00930093;-0.260954668
93.10931093;-0.298883285
93.20932093;-0.311382734
93.30933093;-0.296842904
93.40934093;-0.253266528
93.50935094;-0.188701274
93.60936094;-0.105516897
93.70937094;-0.014919235
93.80938094;0.074517723
93.90939094;0.160430952
94.00940094;0.230713263
94.10941094;0.281549603
94.20942094;0.305973169
94.30943094;0.303515946
94.40944094;0.273952566
94.50945095;0.218609591
94.60946095;0.145222543
94.70947095;0.056963449
94.80948095;-0.03337594
94.90949095;-0.121173374
95.00950095;-0.19753233
95.10951095;-0.256813004
95.20952095;-0.29427829
95.30953095;-0.305349067
95.40954095;-0.286714052
95.50955096;-0.243688301
95.60956096;-0.179874269
95.70957096;-0.098556732
95.80958096;-0.010419457
95.90959096;0.078525924
96.00960096;0.162250646
96.10961096;0.228879298
96.20962096;0.278607261
96.30963096;0.30007886
96.40964096;0.293153397
96.50965097;0.263928557
96.60966097;0.209453157
96.70967097;0.135351944
96.80968097;0.052131361
96.90969097;-0.037260784
97.00970097;-0.122668918
97.10971097;-0.197433441
97.20972097;-0.252855461
97.30973097;-0.287213958
97.40974097;-0.295788097
97.50975098;-0.277686002
97.60976098;-0.233138561
97.70977098;-0.17008627
97.80978098;-0.092020786
97.90979098;-0.001849891
98.00980098;0.084679051
98.10981098;0.162530389
98.20982098;0.226468286
98.30983098;0.269020361
98.40984098;0.292852364
98.50985099;0.285245091
98.60986099;0.2542993
98.70987099;0.198919105
98.80988099;0.129262719
98.90989099;0.046222796
99.00990099;-0.041200504
99.10991099;-0.123245492
99.20992099;-0.196108484
99.30993099;-0.249517164
99.40994099;-0.281140414
99.509951;-0.285692264
99.609961;-0.267837045
99.709971;-0.224157371
99.809981;-0.160513266
99.909991;-0.085738312
